fecha,sector,region,producto,unidades,monto
2025-10-01,Sector 2,Europa,Cola Original,2,9050
2025-10-01,Sector 4,Europa,Sprite,3,12180
2025-10-01,Sector 1,Oceanía,Agua,1,3830
2025-10-01,Sector 1,Oceanía,Fanta,1,4040
2025-10-01,Sector 5,África,Sprite,3,12090
2025-10-01,Sector 1,África,Cola Zero,3,13460
2025-10-02,Sector 5,Europa,Fanta,2,7880
2025-10-02,Sector 1,América,Sprite,1,5470
2025-10-02,Sector 4,América,Cola Zero,2,11120
2025-10-02,Sector 4,Oceanía,Agua,2,5510
2025-10-02,Sector 1,Oceanía,Agua,2,4510
2025-10-02,Sector 4,África,Sprite,4,15090
2025-10-02,Sector 2,Asia,Cola Original,3,12080
2025-10-03,Sector 2,Europa,Cola Original,2,9380
2025-10-03,Sector 5,América,Cola Zero,2,7770
2025-10-03,Sector 3,África,Cola Original,2,10020
2025-10-03,Sector 1,Europa,Fanta,2,7540
2025-10-03,Sector 5,África,Agua,3,8930
2025-10-04,Sector 4,Asia,Agua,5,12380
2025-10-04,Sector 4,América,Cola Zero,2,7850
2025-10-04,Sector 5,América,Sprite,1,4540
2025-10-04,Sector 3,África,Agua,3,8710
2025-10-04,Sector 2,África,Cola Zero,4,18850
2025-10-04,Sector 3,Europa,Agua,2,5370
2025-10-04,Sector 5,África,Fanta,3,10900
2025-10-04,Sector 5,Oceanía,Cola Original,1,6400
2025-10-04,Sector 3,Oceanía,Sprite,1,4130
2025-10-05,Sector 2,América,Cola Original,2,8310
2025-10-05,Sector 4,Oceanía,Fanta,2,8150
2025-10-05,Sector 3,África,Cola Original,2,10560
2025-10-05,Sector 1,Asia,Sprite,3,9660
2025-10-05,Sector 5,África,Fanta,4,14540
2025-10-05,Sector 5,Asia,Cola Original,3,12560
2025-10-05,Sector 4,África,Fanta,4,15310
2025-10-05,Sector 4,América,Agua,3,7640
2025-10-05,Sector 4,Europa,Cola Original,3,12070
2025-10-05,Sector 3,África,Agua,3,6600
2025-10-06,Sector 5,Europa,Fanta,2,7300
2025-10-06,Sector 5,África,Cola Zero,3,13210
2025-10-06,Sector 1,Europa,Agua,2,5370
2025-10-06,Sector 4,África,Cola Original,4,18380
2025-10-06,Sector 1,África,Agua,4,9520
2025-10-06,Sector 5,África,Fanta,4,13770
2025-10-06,Sector 2,América,Fanta,2,5650
2025-10-06,Sector 3,Europa,Fanta,2,6020
2025-10-07,Sector 2,Asia,Cola Zero,2,11840
2025-10-07,Sector 1,Europa,Cola Original,2,9360
2025-10-07,Sector 3,África,Cola Original,2,9160
2025-10-07,Sector 5,Europa,Sprite,2,8750
2025-10-07,Sector 4,Oceanía,Sprite,2,6180
2025-10-07,Sector 3,Asia,Agua,2,5750
2025-10-07,Sector 4,Asia,Sprite,4,13800
2025-10-07,Sector 4,Europa,Sprite,2,8970
2025-10-07,Sector 2,Oceanía,Agua,2,5730
2025-10-07,Sector 5,América,Cola Zero,1,6150
2025-10-08,Sector 5,América,Agua,1,3830
2025-10-08,Sector 1,Europa,Sprite,2,7700
2025-10-08,Sector 3,África,Cola Original,2,11140
2025-10-08,Sector 3,Europa,Agua,2,4760
2025-10-08,Sector 2,Asia,Sprite,3,12660
2025-10-08,Sector 4,Oceanía,Fanta,2,6680
2025-10-08,Sector 5,Asia,Fanta,2,8690
2025-10-08,Sector 1,África,Cola Original,2,11010
2025-10-08,Sector 2,África,Sprite,3,11260
2025-10-08,Sector 3,África,Agua,3,7670
2025-10-08,Sector 3,Asia,Cola Original,2,7140
2025-10-09,Sector 2,África,Agua,4,9380
2025-10-09,Sector 4,Europa,Cola Original,3,12500
2025-10-09,Sector 5,Oceanía,Fanta,1,4250
2025-10-09,Sector 3,América,Sprite,1,4740
2025-10-09,Sector 1,Asia,Cola Original,2,10890
2025-10-09,Sector 3,África,Cola Original,2,10700
2025-10-09,Sector 1,Asia,Cola Original,2,9890
2025-10-09,Sector 3,Europa,Sprite,2,7040
2025-10-09,Sector 3,Oceanía,Agua,1,3400
2025-10-09,Sector 4,América,Fanta,2,8730
2025-10-09,Sector 3,Asia,Sprite,2,8580
2025-10-09,Sector 1,América,Sprite,1,5670
2025-10-09,Sector 3,Europa,Sprite,1,4920
2025-10-09,Sector 3,Europa,Sprite,2,6640
2025-10-09,Sector 5,África,Fanta,3,11500
2025-10-10,Sector 3,América,Sprite,1,3550
2025-10-10,Sector 4,Asia,Cola Original,4,17550
2025-10-10,Sector 4,Asia,Cola Original,3,15540
2025-10-10,Sector 2,África,Cola Original,3,12890
2025-10-10,Sector 1,Asia,Sprite,3,9570
2025-10-10,Sector 2,Asia,Fanta,3,10140
2025-10-10,Sector 5,América,Fanta,2,6040
2025-10-10,Sector 5,Oceanía,Sprite,2,6020
2025-10-10,Sector 2,África,Fanta,4,13610
2025-10-11,Sector 1,Oceanía,Sprite,1,5280
2025-10-11,Sector 5,Asia,Agua,3,6620
2025-10-11,Sector 4,África,Agua,5,12120
2025-10-11,Sector 1,América,Cola Original,1,4790
2025-10-11,Sector 2,Asia,Fanta,3,9890
2025-10-11,Sector 4,Asia,Agua,4,9520
2025-10-11,Sector 3,Oceanía,Cola Original,1,4300
2025-10-12,Sector 1,África,Sprite,3,10610
2025-10-12,Sector 5,América,Fanta,2,6540
2025-10-12,Sector 5,Asia,Cola Zero,3,13460
2025-10-13,Sector 4,África,Cola Zero,5,24880
2025-10-13,Sector 3,Europa,Fanta,2,6350
2025-10-13,Sector 5,Asia,Cola Original,2,8940
2025-10-13,Sector 4,Asia,Fanta,4,12940
2025-10-13,Sector 1,Oceanía,Sprite,1,3580
2025-10-13,Sector 2,América,Sprite,2,7100
2025-10-13,Sector 2,América,Cola Original,1,6140
2025-10-13,Sector 4,Europa,Sprite,2,8920
2025-10-14,Sector 1,América,Sprite,1,4630
2025-10-14,Sector 4,Oceanía,Fanta,2,7290
2025-10-14,Sector 4,Europa,Fanta,2,8530
2025-10-14,Sector 3,Oceanía,Cola Zero,1,5420
2025-10-14,Sector 3,Asia,Cola Original,2,9900
2025-10-14,Sector 4,Asia,Agua,4,11160
2025-10-14,Sector 1,Europa,Agua,2,6330
2025-10-14,Sector 2,África,Agua,5,13760
2025-10-14,Sector 4,América,Sprite,2,7190
2025-10-14,Sector 3,América,Agua,2,4190
2025-10-15,Sector 4,Asia,Cola Original,4,16810
2025-10-15,Sector 4,Oceanía,Fanta,2,6820
2025-10-15,Sector 1,África,Sprite,2,9060
2025-10-15,Sector 3,África,Sprite,2,9380
2025-10-15,Sector 1,Europa,Agua,2,5760
2025-10-15,Sector 5,Asia,Cola Original,3,12790
2025-10-15,Sector 3,Europa,Cola Zero,1,6310
2025-10-15,Sector 5,Europa,Fanta,3,8830
2025-10-16,Sector 1,Europa,Sprite,2,6280
2025-10-16,Sector 3,Oceanía,Agua,1,3150
2025-10-16,Sector 4,Europa,Cola Zero,3,13710
2025-10-16,Sector 4,Europa,Sprite,3,11770
2025-10-16,Sector 2,Asia,Agua,4,10020
2025-10-16,Sector 4,Oceanía,Cola Original,2,7920
2025-10-16,Sector 1,Europa,Sprite,2,6720
2025-10-16,Sector 2,Oceanía,Agua,2,5410
2025-10-16,Sector 4,América,Agua,3,7490
2025-10-16,Sector 3,Oceanía,Agua,1,2940
2025-10-16,Sector 2,Asia,Agua,4,9290
2025-10-16,Sector 2,América,Fanta,1,4610
2025-10-17,Sector 2,Oceanía,Cola Original,1,5850
2025-10-17,Sector 2,Europa,Cola Zero,2,8330
2025-10-17,Sector 5,África,Agua,4,10710
2025-10-17,Sector 5,África,Agua,4,10470
2025-10-17,Sector 3,Oceanía,Fanta,1,4600
2025-10-17,Sector 1,Oceanía,Agua,2,3910
2025-10-17,Sector 3,Oceanía,Cola Original,1,4690
2025-10-17,Sector 3,África,Cola Zero,3,14270
2025-10-17,Sector 2,América,Agua,2,5980
2025-10-17,Sector 2,América,Cola Zero,1,6430
2025-10-17,Sector 4,América,Cola Original,2,8900
2025-10-18,Sector 2,Asia,Sprite,3,12190
2025-10-18,Sector 3,África,Sprite,2,8590
2025-10-18,Sector 4,Asia,Cola Zero,3,12970
2025-10-18,Sector 3,Oceanía,Cola Original,1,4820
2025-10-18,Sector 2,América,Sprite,1,5310
2025-10-19,Sector 3,América,Agua,1,3730
2025-10-19,Sector 4,África,Sprite,5,17830
2025-10-19,Sector 3,Europa,Fanta,1,4750
2025-10-19,Sector 4,Asia,Fanta,3,10720
2025-10-19,Sector 4,Oceanía,Cola Zero,2,10500
2025-10-19,Sector 2,América,Agua,2,5660
2025-10-20,Sector 1,América,Cola Original,1,5160
2025-10-20,Sector 1,África,Sprite,3,9660
2025-10-20,Sector 1,Asia,Agua,2,5260
2025-10-20,Sector 4,Europa,Cola Original,3,12650
2025-10-20,Sector 1,Europa,Cola Original,2,9250
2025-10-20,Sector 3,África,Fanta,3,9970
2025-10-20,Sector 2,Europa,Sprite,3,9870
2025-10-20,Sector 1,Asia,Cola Zero,2,9150
2025-10-20,Sector 4,Oceanía,Cola Zero,2,7710
2025-10-20,Sector 4,África,Fanta,5,16560
2025-10-20,Sector 1,Asia,Sprite,2,6840
2025-10-20,Sector 1,Europa,Cola Original,2,8530
2025-10-20,Sector 3,Oceanía,Agua,1,2910
2025-10-20,Sector 3,Oceanía,Cola Original,1,5320
2025-10-20,Sector 5,África,Fanta,3,9870
2025-10-21,Sector 2,América,Sprite,2,6790
2025-10-21,Sector 4,Europa,Cola Original,3,12970
2025-10-21,Sector 4,África,Sprite,4,13440
2025-10-21,Sector 4,Europa,Fanta,2,8170
2025-10-21,Sector 4,África,Cola Original,4,18820
2025-10-21,Sector 3,África,Agua,3,7470
2025-10-21,Sector 4,África,Sprite,5,20710
2025-10-21,Sector 1,África,Cola Original,3,14470
2025-10-21,Sector 5,Asia,Cola Original,2,10570
2025-10-21,Sector 2,Asia,Fanta,3,9200
2025-10-21,Sector 4,África,Sprite,5,17770
2025-10-21,Sector 5,Europa,Fanta,2,7920
2025-10-22,Sector 3,Asia,Agua,2,6020
2025-10-22,Sector 3,Oceanía,Fanta,1,4080
2025-10-22,Sector 1,Oceanía,Cola Zero,1,4460
2025-10-22,Sector 3,Oceanía,Fanta,1,3200
2025-10-22,Sector 3,África,Cola Zero,2,10640
2025-10-22,Sector 1,América,Sprite,1,5380
2025-10-23,Sector 1,Oceanía,Cola Zero,1,6560
2025-10-23,Sector 2,Europa,Agua,3,8210
2025-10-23,Sector 3,Asia,Fanta,2,6550
2025-10-23,Sector 3,Oceanía,Fanta,1,4600
2025-10-23,Sector 4,América,Fanta,2,5910
2025-10-23,Sector 4,África,Sprite,5,18450
2025-10-23,Sector 1,África,Cola Original,2,11240
2025-10-23,Sector 2,América,Cola Zero,1,6310
2025-10-23,Sector 2,Europa,Cola Zero,2,10430
2025-10-23,Sector 5,África,Sprite,3,13100
2025-10-23,Sector 1,Oceanía,Cola Zero,1,6100
2025-10-23,Sector 2,América,Fanta,1,4760
2025-10-24,Sector 5,África,Sprite,4,13760
2025-10-24,Sector 4,Oceanía,Cola Zero,2,9260
2025-10-24,Sector 4,América,Fanta,2,6960
2025-10-24,Sector 4,Asia,Agua,4,11480
2025-10-24,Sector 4,África,Cola Zero,4,19150
2025-10-24,Sector 4,Europa,Cola Zero,3,13590
2025-10-24,Sector 4,África,Sprite,4,13940
2025-10-24,Sector 3,África,Fanta,3,8820
2025-10-24,Sector 5,Oceanía,Cola Zero,1,5840
2025-10-24,Sector 3,Asia,Cola Original,2,8330
2025-10-24,Sector 4,Europa,Cola Original,3,13620
2025-10-24,Sector 5,Asia,Cola Original,3,13690
2025-10-25,Sector 5,Asia,Cola Zero,2,9720
2025-10-25,Sector 4,Oceanía,Cola Zero,1,7060
2025-10-25,Sector 2,Asia,Cola Original,3,13220
2025-10-25,Sector 5,América,Cola Zero,2,8270
2025-10-25,Sector 4,África,Agua,5,13860
2025-10-25,Sector 3,África,Fanta,3,9000
2025-10-25,Sector 4,África,Fanta,5,18020
2025-10-25,Sector 1,Oceanía,Cola Zero,1,6100
2025-10-25,Sector 2,Asia,Sprite,3,11880
2025-10-25,Sector 2,América,Cola Original,1,6090
2025-10-25,Sector 5,Asia,Agua,4,9110
2025-10-26,Sector 4,América,Cola Original,2,8140
2025-10-26,Sector 1,Asia,Cola Zero,3,12120
2025-10-26,Sector 1,Asia,Cola Original,2,8600
2025-10-26,Sector 2,Europa,Cola Zero,2,11410
2025-10-26,Sector 3,Asia,Fanta,2,6490
2025-10-26,Sector 4,Asia,Cola Original,3,13620
2025-10-26,Sector 3,Oceanía,Sprite,1,4280
2025-10-26,Sector 4,Oceanía,Sprite,2,8100
2025-10-26,Sector 3,Europa,Cola Zero,1,6040
2025-10-26,Sector 4,África,Cola Original,4,18380
2025-10-27,Sector 4,Europa,Fanta,2,7990
2025-10-27,Sector 2,Oceanía,Cola Original,1,5880
2025-10-27,Sector 4,Asia,Cola Original,4,17210
2025-10-28,Sector 5,Asia,Sprite,3,9970
2025-10-28,Sector 4,Oceanía,Cola Zero,2,8900
2025-10-28,Sector 3,Oceanía,Cola Zero,1,4620
2025-10-28,Sector 3,América,Sprite,1,4850
2025-10-28,Sector 5,Asia,Agua,3,7620
2025-10-28,Sector 4,América,Cola Original,2,9040
2025-10-28,Sector 3,Oceanía,Cola Original,1,4010
2025-10-28,Sector 4,Europa,Fanta,2,8190
2025-10-28,Sector 4,América,Fanta,2,6330
2025-11-01,Sector 2,Oceanía,Cola Original,1,6640
2025-11-01,Sector 2,África,Fanta,4,15200
2025-11-01,Sector 4,Oceanía,Fanta,2,8120
2025-11-01,Sector 4,Asia,Cola Zero,4,16850
2025-11-01,Sector 2,Oceanía,Agua,2,4490
2025-11-01,Sector 2,Oceanía,Sprite,1,5690
2025-11-01,Sector 2,Europa,Fanta,2,8390
2025-11-02,Sector 5,Asia,Sprite,3,9940
2025-11-02,Sector 2,África,Cola Zero,3,14390
2025-11-02,Sector 3,Asia,Cola Original,2,10450
2025-11-02,Sector 1,África,Sprite,3,11470
2025-11-02,Sector 4,Asia,Sprite,4,14630
2025-11-03,Sector 5,Oceanía,Cola Original,2,7170
2025-11-03,Sector 1,Asia,Cola Original,2,8190
2025-11-03,Sector 3,Europa,Fanta,2,5890
2025-11-03,Sector 4,América,Sprite,2,6080
2025-11-03,Sector 4,Europa,Agua,3,6900
2025-11-03,Sector 4,África,Fanta,4,14750
2025-11-03,Sector 3,América,Cola Original,1,4470
2025-11-04,Sector 2,América,Fanta,2,6310
2025-11-04,Sector 4,Europa,Agua,4,9580
2025-11-04,Sector 3,Europa,Cola Original,1,6520
2025-11-04,Sector 5,Oceanía,Sprite,1,4530
2025-11-04,Sector 1,África,Cola Original,2,9940
2025-11-04,Sector 4,Oceanía,Fanta,2,8210
2025-11-04,Sector 1,Oceanía,Cola Zero,1,4350
2025-11-04,Sector 2,Oceanía,Cola Zero,1,5670
2025-11-04,Sector 3,Europa,Sprite,2,6840
2025-11-04,Sector 1,Europa,Cola Zero,2,8720
2025-11-04,Sector 1,África,Cola Original,3,12220
2025-11-04,Sector 5,Europa,Sprite,3,9630
2025-11-04,Sector 1,Europa,Fanta,1,4930
2025-11-04,Sector 2,Asia,Fanta,2,8290
2025-11-05,Sector 3,Oceanía,Sprite,1,3990
2025-11-05,Sector 2,América,Cola Zero,2,8930
2025-11-05,Sector 5,Asia,Fanta,3,9160
2025-11-05,Sector 3,América,Cola Original,1,4420
2025-11-05,Sector 3,África,Cola Zero,2,10960
2025-11-05,Sector 3,Europa,Sprite,2,6150
2025-11-05,Sector 4,Asia,Fanta,4,14410
2025-11-05,Sector 5,Asia,Cola Zero,2,10000
2025-11-05,Sector 2,América,Sprite,2,6880
2025-11-05,Sector 2,Asia,Sprite,3,10330
2025-11-05,Sector 5,Oceanía,Sprite,2,6100
2025-11-05,Sector 4,África,Fanta,4,14990
2025-11-05,Sector 5,Oceanía,Fanta,1,4900
2025-11-06,Sector 3,América,Fanta,1,4420
2025-11-06,Sector 1,Europa,Cola Original,2,7330
2025-11-06,Sector 5,América,Cola Original,2,6820
2025-11-06,Sector 4,América,Fanta,2,8180
2025-11-06,Sector 1,Asia,Agua,3,8050
2025-11-06,Sector 1,Oceanía,Cola Original,1,4730
2025-11-06,Sector 5,Oceanía,Agua,2,5180
2025-11-06,Sector 1,América,Sprite,1,3800
2025-11-06,Sector 5,Asia,Cola Original,3,12710
2025-11-06,Sector 5,América,Sprite,2,6650
2025-11-06,Sector 5,África,Cola Zero,3,15010
2025-11-06,Sector 5,Oceanía,Sprite,1,4410
2025-11-06,Sector 4,Oceanía,Fanta,2,7580
2025-11-06,Sector 4,Europa,Sprite,2,8660
2025-11-06,Sector 5,Asia,Cola Zero,3,13640
2025-11-07,Sector 2,Europa,Fanta,3,9710
2025-11-07,Sector 2,Europa,Cola Zero,2,10230
2025-11-07,Sector 1,Europa,Cola Original,2,6860
2025-11-07,Sector 5,Europa,Cola Original,2,7450
2025-11-07,Sector 3,América,Cola Zero,1,5190
2025-11-07,Sector 3,América,Cola Original,1,5800
2025-11-07,Sector 2,América,Cola Original,2,7120
2025-11-07,Sector 1,Asia,Fanta,3,8980
2025-11-08,Sector 5,Asia,Sprite,2,8080
2025-11-08,Sector 1,África,Fanta,3,9390
2025-11-08,Sector 2,América,Agua,2,4400
2025-11-08,Sector 4,Oceanía,Agua,3,6660
2025-11-08,Sector 4,Europa,Cola Original,3,12300
2025-11-08,Sector 1,Asia,Agua,2,5820
2025-11-08,Sector 2,Oceanía,Fanta,2,5570
2025-11-09,Sector 5,Europa,Cola Original,2,9290
2025-11-09,Sector 2,América,Sprite,1,5250
2025-11-09,Sector 5,África,Sprite,3,10350
2025-11-09,Sector 3,África,Fanta,3,8900
2025-11-09,Sector 3,Oceanía,Fanta,1,4490
2025-11-09,Sector 1,Oceanía,Cola Zero,1,5660
2025-11-09,Sector 2,América,Agua,2,5490
2025-11-09,Sector 4,Europa,Agua,3,8510
2025-11-10,Sector 2,Asia,Cola Zero,2,10360
2025-11-10,Sector 4,África,Cola Original,4,18760
2025-11-10,Sector 2,Europa,Cola Original,2,10760
2025-11-10,Sector 5,África,Cola Original,3,14400
2025-11-10,Sector 2,Oceanía,Fanta,1,5020
2025-11-10,Sector 4,África,Cola Original,5,21390
2025-11-10,Sector 5,Asia,Cola Zero,3,12460
2025-11-10,Sector 4,Asia,Cola Zero,4,18090
2025-11-10,Sector 3,Oceanía,Cola Original,1,3960
2025-11-10,Sector 2,América,Agua,2,4750
2025-11-10,Sector 2,Europa,Cola Zero,2,11580
2025-11-10,Sector 4,América,Agua,2,6140
2025-11-11,Sector 4,América,Agua,3,7470
2025-11-11,Sector 5,Oceanía,Cola Zero,2,8040
2025-11-11,Sector 1,Asia,Sprite,2,7170
2025-11-11,Sector 1,Europa,Fanta,2,7020
2025-11-11,Sector 4,América,Cola Zero,2,9650
2025-11-11,Sector 5,África,Cola Original,4,17310
2025-11-11,Sector 2,África,Cola Zero,4,17720
2025-11-11,Sector 5,Asia,Agua,3,7630
2025-11-11,Sector 1,Oceanía,Cola Original,1,4250
2025-11-12,Sector 5,América,Cola Zero,2,8060
2025-11-12,Sector 3,América,Agua,1,2770
2025-11-12,Sector 5,Europa,Sprite,2,7400
2025-11-12,Sector 1,Asia,Fanta,2,7600
2025-11-12,Sector 1,África,Agua,3,8350
2025-11-12,Sector 1,Europa,Agua,2,4830
2025-11-12,Sector 4,Oceanía,Cola Zero,2,10400
2025-11-12,Sector 4,Asia,Fanta,3,11580
2025-11-12,Sector 1,África,Agua,3,7640
2025-11-12,Sector 5,Europa,Sprite,2,6460
2025-11-13,Sector 2,América,Agua,2,4990
2025-11-13,Sector 2,Europa,Agua,3,6590
2025-11-13,Sector 3,África,Cola Zero,3,12650
2025-11-13,Sector 3,Asia,Cola Zero,2,10020
2025-11-13,Sector 4,Asia,Agua,4,11380
2025-11-13,Sector 2,Europa,Cola Zero,2,10120
2025-11-14,Sector 2,América,Cola Zero,2,9030
2025-11-14,Sector 4,África,Cola Zero,5,24010
2025-11-14,Sector 4,Oceanía,Cola Zero,2,7930
2025-11-14,Sector 2,Europa,Agua,3,8040
2025-11-14,Sector 4,América,Cola Zero,2,10860
2025-11-14,Sector 2,África,Fanta,3,11150
2025-11-14,Sector 5,Asia,Fanta,3,11240
2025-11-14,Sector 2,Oceanía,Sprite,2,6050
2025-11-14,Sector 3,Oceanía,Cola Original,1,5800
2025-11-14,Sector 3,Oceanía,Agua,1,2790
2025-11-15,Sector 5,África,Cola Original,3,13340
2025-11-15,Sector 4,Asia,Cola Zero,3,13030
2025-11-15,Sector 3,Oceanía,Sprite,1,3760
2025-11-15,Sector 5,Oceanía,Cola Original,1,5390
2025-11-15,Sector 3,Europa,Fanta,2,6230
2025-11-15,Sector 4,Europa,Cola Zero,3,12760
2025-11-16,Sector 1,América,Sprite,1,4400
2025-11-16,Sector 1,América,Cola Zero,1,5150
2025-11-16,Sector 3,Oceanía,Sprite,1,4230
2025-11-16,Sector 5,Europa,Cola Original,2,8100
2025-11-16,Sector 5,África,Cola Zero,4,19210
2025-11-16,Sector 5,Europa,Sprite,3,9570
2025-11-16,Sector 4,África,Cola Zero,5,24600
2025-11-16,Sector 5,Asia,Sprite,3,9910
2025-11-16,Sector 1,América,Cola Original,1,5200
2025-11-16,Sector 2,Asia,Cola Zero,2,11120
2025-11-16,Sector 1,América,Agua,1,3880
2025-11-16,Sector 3,Oceanía,Cola Original,1,5220
2025-11-17,Sector 3,Europa,Fanta,2,5530
2025-11-17,Sector 3,África,Fanta,2,8750
2025-11-17,Sector 1,África,Fanta,3,11920
2025-11-17,Sector 2,Asia,Sprite,2,8480
2025-11-18,Sector 3,Asia,Cola Original,2,10120
2025-11-18,Sector 3,África,Fanta,2,7770
2025-11-18,Sector 2,África,Agua,4,11490
2025-11-18,Sector 5,África,Sprite,3,11500
2025-11-18,Sector 4,Europa,Agua,3,7920
2025-11-18,Sector 2,África,Sprite,4,15790
2025-11-18,Sector 2,Europa,Sprite,2,9470
2025-11-18,Sector 1,Asia,Agua,3,6840
2025-11-18,Sector 2,Europa,Cola Original,2,9950
2025-11-18,Sector 1,Oceanía,Cola Zero,1,4690
2025-11-18,Sector 4,Asia,Agua,4,11620
2025-11-18,Sector 2,América,Cola Original,2,8260
2025-11-18,Sector 3,Oceanía,Cola Original,1,4560
2025-11-18,Sector 4,África,Cola Original,4,17640
2025-11-19,Sector 5,África,Cola Original,4,18410
2025-11-19,Sector 3,Asia,Agua,3,6570
2025-11-19,Sector 5,Europa,Sprite,2,9370
2025-11-19,Sector 1,América,Agua,2,4510
2025-11-19,Sector 2,Europa,Cola Original,2,10330
2025-11-19,Sector 5,Asia,Fanta,2,7680
2025-11-20,Sector 4,Europa,Sprite,3,9620
2025-11-20,Sector 5,Oceanía,Cola Original,1,5400
2025-11-21,Sector 1,África,Fanta,3,9110
2025-11-21,Sector 2,África,Cola Original,4,19920
2025-11-21,Sector 5,Oceanía,Sprite,1,4720
2025-11-21,Sector 2,Oceanía,Cola Original,2,8350
2025-11-21,Sector 2,América,Cola Original,1,6260
2025-11-21,Sector 4,Europa,Cola Original,2,10080
2025-11-21,Sector 1,África,Fanta,3,11170
2025-11-21,Sector 3,África,Sprite,2,7970
2025-11-21,Sector 1,Asia,Sprite,2,6480
2025-11-21,Sector 1,Asia,Cola Zero,2,10460
2025-11-21,Sector 4,Oceanía,Fanta,2,6410
2025-11-21,Sector 1,Oceanía,Cola Original,1,6230
2025-11-21,Sector 2,África,Cola Zero,3,14950
2025-11-21,Sector 2,Europa,Cola Original,2,10940
2025-11-22,Sector 5,África,Cola Original,4,16180
2025-11-22,Sector 4,América,Cola Zero,2,10690
2025-11-22,Sector 4,América,Cola Original,2,9780
2025-11-22,Sector 2,América,Agua,2,5320
2025-11-22,Sector 3,Oceanía,Agua,1,3390
2025-11-22,Sector 1,Asia,Cola Original,2,10850
2025-11-22,Sector 5,América,Cola Original,1,6330
2025-11-22,Sector 5,Oceanía,Sprite,1,4470
2025-11-22,Sector 5,América,Fanta,1,4440
2025-11-22,Sector 4,Oceanía,Sprite,1,5690
2025-11-23,Sector 3,América,Cola Original,1,5830
2025-11-23,Sector 4,América,Agua,3,7490
2025-11-23,Sector 1,América,Cola Zero,1,6310
2025-11-23,Sector 2,África,Fanta,3,11580
2025-11-23,Sector 3,Europa,Agua,2,5410
2025-11-23,Sector 3,África,Sprite,3,10500
2025-11-23,Sector 1,América,Cola Original,1,5260
2025-11-23,Sector 2,Asia,Cola Original,3,11960
2025-11-23,Sector 4,Asia,Fanta,4,12830
2025-11-23,Sector 1,Asia,Cola Zero,3,12200
2025-11-23,Sector 1,Oceanía,Sprite,1,4990
2025-11-24,Sector 3,América,Fanta,1,3890
2025-11-24,Sector 1,América,Fanta,1,5030
2025-11-24,Sector 5,África,Cola Zero,4,19420
2025-11-24,Sector 5,África,Agua,4,10290
2025-11-24,Sector 4,África,Fanta,5,18850
2025-11-24,Sector 5,Europa,Sprite,2,9210
2025-11-24,Sector 1,Oceanía,Sprite,1,5050
2025-11-24,Sector 5,América,Cola Original,2,8040
2025-11-24,Sector 1,América,Agua,1,3230
2025-11-24,Sector 3,América,Fanta,1,4680
2025-11-25,Sector 5,África,Fanta,4,14550
2025-11-25,Sector 2,África,Cola Zero,3,15150
2025-11-25,Sector 1,África,Sprite,3,10420
2025-11-25,Sector 2,Europa,Sprite,2,9270
2025-11-25,Sector 2,Oceanía,Sprite,2,6290
2025-11-25,Sector 1,África,Cola Original,3,15380
2025-11-25,Sector 5,Asia,Cola Zero,2,9830
2025-11-25,Sector 3,Europa,Fanta,2,6680
2025-11-25,Sector 2,Oceanía,Cola Zero,1,5760
2025-11-25,Sector 4,Europa,Sprite,2,9090
2025-11-25,Sector 4,Europa,Cola Zero,3,14150
2025-11-25,Sector 2,África,Agua,5,11990
2025-11-26,Sector 4,América,Fanta,2,6500
2025-11-26,Sector 3,América,Cola Zero,1,4410
2025-11-26,Sector 3,África,Agua,4,9550
2025-11-26,Sector 1,Europa,Fanta,2,5670
2025-11-26,Sector 5,África,Agua,4,10480
2025-11-26,Sector 4,América,Cola Original,2,7590
2025-11-26,Sector 5,América,Cola Zero,1,6140
2025-11-26,Sector 5,África,Fanta,4,13690
2025-11-26,Sector 4,Europa,Cola Zero,2,11060
2025-11-26,Sector 5,Oceanía,Cola Original,1,6670
2025-11-27,Sector 3,Europa,Fanta,1,5100
2025-11-27,Sector 3,Asia,Fanta,2,7910
2025-11-27,Sector 4,Europa,Fanta,2,8250
2025-11-27,Sector 4,África,Agua,6,14630
2025-11-27,Sector 5,Oceanía,Cola Original,2,7770
2025-11-27,Sector 2,Oceanía,Cola Original,2,7630
2025-11-27,Sector 4,África,Cola Zero,4,17030
2025-11-27,Sector 2,América,Sprite,2,6140
2025-11-27,Sector 5,Europa,Cola Original,2,11100
2025-11-27,Sector 4,América,Fanta,2,5820
2025-11-27,Sector 4,África,Cola Original,5,22660
2025-11-27,Sector 5,América,Agua,2,5090
2025-11-27,Sector 3,Europa,Cola Zero,2,8520
2025-11-27,Sector 3,Asia,Fanta,2,7020
2025-11-27,Sector 3,Oceanía,Sprite,1,3940
2025-11-27,Sector 3,Europa,Fanta,1,4360
2025-11-28,Sector 3,América,Agua,1,2920
2025-11-28,Sector 3,Oceanía,Cola Original,1,4990
2025-11-28,Sector 5,América,Fanta,1,4270
2025-11-28,Sector 1,África,Fanta,3,11270
2025-11-28,Sector 4,América,Cola Zero,2,7910
2025-11-28,Sector 1,Europa,Fanta,2,7500
2025-11-28,Sector 3,América,Fanta,1,4380
2025-11-28,Sector 3,Europa,Cola Original,2,7850
2025-11-28,Sector 5,África,Sprite,3,12750
2025-11-28,Sector 1,Europa,Agua,2,4920
